id,Title,Director,Cast,Genre,year,imbd link
1557,Maha Yatra,Goutam Ghose,"Shatrughan Sinha, Mohan Agashe, Kalyan Chatterjee, Vasant Choudhury","Drama, Thriller",1987,http://www.imdb.com/find?q=Maha+Yatra+1987+
1558,Majaal,K. Bapaiah,"Sadashiv Amrapurkar, Vikas Anand, Asrani",,1987,http://www.imdb.com/find?q=Majaal+1987+
1559,Mard Ki Zabaan,K. Bapaiah,"Dharmendra, Poonam Dhillon, Kimi Katkar, Jackie Shroff, Sushma Seth",,1987,http://www.imdb.com/find?q=Mard+Ki+Zabaan+1987+
1560,Marte Dam Tak,Mehul Kumar,"Raaj Kumar, Govinda, Farha Naaz",,1987,http://www.imdb.com/find?q=Marte+Dam+Tak+1987+
1561,Mera Karam Mera Dharam,Dulal Guha,"Dharmendra, Moushumi Chatterjee, Johnny Walker",,1987,http://www.imdb.com/find?q=Mera+Karam+Mera+Dharam+1987+
1562,Mera Lahoo,Veerendra,"Govinda, Kimi Katkar","Action, Crime, Drama",1987,http://www.imdb.com/find?q=Mera+Lahoo+1987+
1563,Mera Suhag,Ajay Sharma,"Rati Agnihotri, Pankaj Dheer, Deepti Naval",,1987,http://www.imdb.com/find?q=Mera+Suhag+1987+
1564,Mera Yaar Mera Dushman,,"Ardhendu Bose, Mithun Chakraborty, Bindiya Goswami",Musical,1987,http://www.imdb.com/find?q=Mera+Yaar+Mera+Dushman+1987+
1565,Mirch Masala,Ketan Mehta,"Ram Gopal Bajaj, Benjamin Gilani, Mohan Gokhale",Thriller,1987,http://www.imdb.com/find?q=Mirch+Masala+1987+
1566,Mohre,Raghuvir Kul,"Nana Patekar, Madhuri Dixit, Sadashiv Amrapurkar",,1987,http://www.imdb.com/find?q=Mohre+1987+
1567,Moti Veerana Chowk,Abbas-Mastan,,,1987,http://www.imdb.com/find?q=Moti+Veerana+Chowk+1987+
1568,Mr. India,Shekhar Kapur,"Anil Kapoor, Sridevi, Amrish Puri","Action, Adventure, Comedy, Drama, Science Fiction, Musical, Fantasy",1987,http://www.imdb.com/find?q=Mr.+India+1987+
1569,Muqaddar Ka Faisla,Prakash Mehra,"Raaj Kumar, Rakhee Gulzar, Raj Babbar, Tina Munim, Meenakshi Sheshadri, Pran","Drama, Family",1987,http://www.imdb.com/find?q=Muqaddar+Ka+Faisla+1987+
1570,Naam O Nishan,Ajay Kashyap,"Shashi Kapoor, Sanjay Dutt, Amrita Singh, Nirupa Roy","Action, Thriller",1987,http://www.imdb.com/find?q=Naam+O+Nishan+1987+
1571,Nafrat,,"Shoma Anand, Mazhar Khan",,1987,http://www.imdb.com/find?q=Nafrat+1987+
1572,Nazrana,Ravi Tandon,"Rajesh Khanna, Sridevi, Priti Sapru",,1987,http://www.imdb.com/find?q=Nazrana+1987+
1573,Param Dharam,Swaroop Kumar,"Mithun Chakraborty, Mandakini","Action, Crime, Drama",1987,http://www.imdb.com/find?q=Param+Dharam+1987+
1574,Parivaar,Shashilal Nair,"Mithun Chakraborty, Meenakshi Sheshadri, Shakti Kapoor",,1987,http://www.imdb.com/find?q=Parivaar+1987+
1575,Pratighaat,N. Chandra,"Nana Patekar, Sujata Mehta, Arvind Kumar, Charan Raj",Drama,1987,http://www.imdb.com/find?q=Pratighaat+1987+
1576,Pyaar Karke Dekho,D. Rajendra Babu,"Govinda, Mandakini, Kader Khan",Family,1987,http://www.imdb.com/find?q=Pyaar+Karke+Dekho+1987+
1577,Pyaar Ke Do Chaar Din,,Madhu Malhotra,,1987,http://www.imdb.com/find?q=Pyaar+Ke+Do+Chaar+Din+1987+
1578,Pyaar Ki Jeet,Saawan Kumar Tak,"Shashi Kapoor, Vinod Mehra, Rekha","Comedy, Drama, Musical",1987,http://www.imdb.com/find?q=Pyaar+Ki+Jeet+1987+
1579,Pyar Ke Kabil,Anil Ganguly,"Rishi Kapoor, Padmini Kolhapure, Asha Sachdev","Drama, Family, Romance",1987,http://www.imdb.com/find?q=Pyar+Ke+Kabil+1987+
1580,Raahee,Raman Kumar,"Sanjeev Kumar, Shatrughan Sinha, Smita Patil","Action, Crime, Drama, Romance",1987,http://www.imdb.com/find?q=Raahee+1987+
1581,Raat Ke Andhere Mein,Vinod Talwar,"Javed Khan, Dipika, Mazhar Khan",,1987,http://www.imdb.com/find?q=Raat+Ke+Andhere+Mein+1987+
1582,Rajlakshmi,,"Farooq Shaikh, Sujata Mehta, Ashwini Bhave",,1987,http://www.imdb.com/find?q=Rajlakshmi+1987+
1583,Sadak Chhap,Anil Ganguly,"Jackie Shroff, Padmini Kolhapure, Richa Sharma","Crime, Drama",1987,http://www.imdb.com/find?q=Sadak+Chhap+1987+
1584,Sansar,T. Rama Rao,"Rekha, Raj Babbar, Anupam Kher",,1987,http://www.imdb.com/find?q=Sansar+1987+
1585,Satyamev Jayate,Raj Sippy,"Vinod Khanna, Meenakshi Sheshadri, Madhavi",,1987,http://www.imdb.com/find?q=Satyamev+Jayate+1987+
1586,Sher Shivaji,Ram Narayan Gabale,"Parikshat Sahni, Smita Patil, Shreeram Lagoo",,1987,http://www.imdb.com/find?q=Sher+Shivaji+1987+
1587,Sindoor,K. Ravi Shankar,"Shashi Kapoor, Govinda, Neelam",,1987,http://www.imdb.com/find?q=Sindoor+1987+
1588,Sitapur Ki Geeta,Shibu Mittra,"Rajesh Khanna, Hema Malini, Pran","Action, Crime",1987,http://www.imdb.com/find?q=Sitapur+Ki+Geeta+1987+
1589,Superman,B. Gupta,"Dharmendra, Ranjeeta Kaur",Science Fiction,1987,http://www.imdb.com/find?q=Superman+1987+
1590,Susman,Shyam Benegal,"Shabana Azmi, Om Puri, Kulbhushan Kharbanda",Drama,1987,http://www.imdb.com/find?q=Susman+1987+
1591,Sutradhar,Chandrakant Joshi,"Girish Karnad, Smita Patil, Nilu Phule",Drama,1987,http://www.imdb.com/find?q=Sutradhar+1987+
1592,Thikana,Mahesh Bhatt,"Smita Patil, Anil Kapoor, Amrita Singh","Crime, Drama",1987,http://www.imdb.com/find?q=Thikana+1987+
1593,Uttar Dakshin,Prabhat Khanna,"Rajnikanth, Jackie Shroff, Bharathi, Madhuri Dixit",,1987,http://www.imdb.com/find?q=Uttar+Dakshin+1987+
1594,Vali-E-Azam,,Padma Khanna,,1987,http://www.imdb.com/find?q=Vali-E-Azam+1987+
1595,Vishaal,Dinesh,"Bindiya Goswami, Kulbhushan Kharbanda, Vinod Mehra","Drama, Romance",1987,http://www.imdb.com/find?q=Vishaal+1987+
1596,Waqt Ka Shahenshah,K. Bapaiah,"Sridevi, Krishna, Raogopalrao",Action,1987,http://www.imdb.com/find?q=Waqt+Ka+Shahenshah+1987+
1597,Watan Ke Rakhwale,,"Sunil Dutt, Dharmendra, Mithun Chakraborty, Sridevi, Moushumi Chatterjee",,1987,http://www.imdb.com/find?q=Watan+Ke+Rakhwale+1987+
1598,Woh Din Aayega,Satyen Bose,"Ashok Kumar, Rajan Sippy, Raj Kiran",,1987,http://www.imdb.com/find?q=Woh+Din+Aayega+1987+
1599,Yeh Woh Manzil To Nahin,Sudhir Mishra,"Manohar Singh, Habib Tanvir, B.M. Shah",Drama,1987,http://www.imdb.com/find?q=Yeh+Woh+Manzil+To+Nahin+1987+
1600,Zameen,Ramesh Sippy,,,1987,http://www.imdb.com/find?q=Zameen+1987+
1601,Zevar,Basu Chatterji,"Anupam Kher, Alok Nath, Ravi Baswani","Drama, Comedy, Family, Romance",1987,http://www.imdb.com/find?q=Zevar+1987+
1602,Biwi Ho To Aisi,JK Bihari,"Rekha, Salman Khan, Farooq Shaikh, Bindu, Kader Khan",,1988,http://www.imdb.com/find?q=Biwi+Ho+To+Aisi+1988+
1603,The Deceivers,,,,1988,http://www.imdb.com/find?q=The+Deceivers+1988+
1604,Hero Hiralal,,Nasriudin Shah,Comedy,1988,http://www.imdb.com/find?q=Hero+Hiralal+1988+
1605,Aage Ki Soch,Dada Kondke,"Dada Kondke, Huma Khan, Shakti Kapoor, Satish Shah, Raja Murad,",Comedy,1988,http://www.imdb.com/find?q=Aage+Ki+Soch+1988+
1606,Kabzaa,Mahesh Bhatt,"Sanjay Dutt, Amrita Singh, Paresh Rawal, Raj Babbar",Action,1988,http://www.imdb.com/find?q=Kabzaa+1988+
1607,Kanoon Apna Apna,Gopal B,"Dilip Kumar, Nutan Behl, Sanjay Dutt, Madhuri Dixit",Action,1988,http://www.imdb.com/find?q=Kanoon+Apna+Apna+1988+
1608,Khoon Bhari Maang,Rakesh Roshan,Rekha,Drama,1988,http://www.imdb.com/find?q=Khoon+Bhari+Maang+1988+
1609,Libaas,,Subodh Shreedhar,,1988,http://www.imdb.com/find?q=Libaas+1988+
1610,Pushpak,Singeetham Srinivasa Rao,"Kamal Hassan, Amala, Tinnu Anand","Silent, Comedy",1988,http://www.imdb.com/find?q=Pushpak+1988+
1611,Qayamat Se Qayamat Tak,Mansoor Khan,"Aamir Khan, Juhi Chawla",Romance,1988,http://www.imdb.com/find?q=Qayamat+Se+Qayamat+Tak+1988+
1612,Ram-Avtar,Sunil Hingorani,"Sunny Deol, Anil Kapoor, Sridevi",Drama,1988,http://www.imdb.com/find?q=Ram-Avtar+1988+
1613,Salaam Bombay!,Mira Nair,Nana Patekar,Drama,1988,http://www.imdb.com/find?q=Salaam+Bombay!+1988+
1614,Shahenshah,Tinu Anand,"Amitabh Bachchan, Meenakshi, Amrish Puri, Pran, Prem Chopra, Kader Khan",Action,1988,http://www.imdb.com/find?q=Shahenshah+1988+
1615,Soorma Bhopali,Jagdeep,"Jagdeep, Amitabh Bachchan, Dharmendra, Rekha",,1988,http://www.imdb.com/find?q=Soorma+Bhopali+1988+
1616,Tezaab,N Chandra,"Anil Kapoor, Madhuri Dixit, Chunky Pandey","Action, Romance",1988,http://www.imdb.com/find?q=Tezaab+1988+
1617,Zakhmi Aurat,Avtar Bhogal,"Dimple Kapadia, Raj Babbar",Action,1988,http://www.imdb.com/find?q=Zakhmi+Aurat+1988+
1618,Aaj Ke Angaare,Archana Puran Singh,"Hemant Birje, Raja Duggal, Rohini Hattangadi",,1988,http://www.imdb.com/find?q=Aaj+Ke+Angaare+1988+
1619,Aaj Ka Robin Hood,Tapan Sinha,"Anil Chatterjee, Utpal Dutt, Robi Ghosh",,1988,http://www.imdb.com/find?q=Aaj+Ka+Robin+Hood+1988+
1620,Aage Ki Soch,Dada Kondke,"Shakti Kapoor, Huma Khan, Dada Kondke",Comedy,1988,http://www.imdb.com/find?q=Aage+Ki+Soch+1988+
1621,Aag Ke Sholay,,"Hemant Birje, Gulshan Grover, Vijayata Pandit",,1988,http://www.imdb.com/find?q=Aag+Ke+Sholay+1988+
1622,Aakhri Adaalat,Rajiv Mehra,"Vinod Khanna, Dimple Kapadia, Jackie Shroff, Sonam",Action,1988,http://www.imdb.com/find?q=Aakhri+Adaalat+1988+
1623,Aakhri Nishchay,K.C. Agarwal,Surendra Pal,,1988,http://www.imdb.com/find?q=Aakhri+Nishchay+1988+
1624,Abhishapt,Prakash Jha,"Deepti Naval, Pyare Mohan Sahay, Vasant Joglekar",,1988,http://www.imdb.com/find?q=Abhishapt+1988+
1625,Agnee,J. Om Prakash,"Mithun Chakraborty, Chunky Pandey, Amrita Singh",,1988,http://www.imdb.com/find?q=Agnee+1988+
1626,Akarshan,Tanvir Ahmed,"Akbar Khan, Sonu Walia, Girish Karnad",Romance,1988,http://www.imdb.com/find?q=Akarshan+1988+
1627,Akhri Muqabla,Sudesh C. Issar,"Shashi Kapoor, Rajan Sippy, Suresh Oberoi",Action,1988,http://www.imdb.com/find?q=Akhri+Muqabla+1988+
1628,Anjaam Khuda Jaane,,"Danny Denzongpa, Gulshan Grover, Imtiaz Khan",,1988,http://www.imdb.com/find?q=Anjaam+Khuda+Jaane+1988+
1629,Aurat Teri Yehi Kahani,Mohanjee Prasad,"Shoma Anand, Vikas Anand, Raj Babbar",,1988,http://www.imdb.com/find?q=Aurat+Teri+Yehi+Kahani+1988+
1630,Bandhar Bahon Kaa,,Raj Kiran,,1988,http://www.imdb.com/find?q=Bandhar+Bahon+Kaa+1988+
1631,Be Lagaam,Naval Kishore,"Biswajeet, Rakesh Roshan, Jayshree T.",,1988,http://www.imdb.com/find?q=Be+Lagaam+1988+
1632,Bedroom Story,,Jayshree T.,,1988,http://www.imdb.com/find?q=Bedroom+Story+1988+
1633,Bees Saal Baad,Rajkumar Kohli,"Mithun Chakraborty, Dimple Kapadia, Meenakshi Sheshadri","Action, Horror",1988,http://www.imdb.com/find?q=Bees+Saal+Baad+1988+
1634,Bhatakti Jawani,Inderjit Doshi,"Mukri, Lalita Pawar",,1988,http://www.imdb.com/find?q=Bhatakti+Jawani+1988+
1635,Bhayaanak Mahal,Baby,"Babu Antony, Ravi, Jaya, Rekha",Horror,1988,http://www.imdb.com/find?q=Bhayaanak+Mahal+1988+
1636,Bhed Bhav,Navin Kumar,Pradeep Kumar,,1988,http://www.imdb.com/find?q=Bhed+Bhav+1988+
1637,Charnon Ki Saugandh,K. Bapaiah,"Asrani, Mithun Chakraborty, Prem Chopra, Amrita Singh","Action, Drama, Family",1988,http://www.imdb.com/find?q=Charnon+Ki+Saugandh+1988+
1638,Chintamani Surdas,Ram Pahwa,Rakesh Pandey,,1988,http://www.imdb.com/find?q=Chintamani+Surdas+1988+
1639,Commando,B. Subhash,"Mithun Chakraborty, Mandakini, Hemant Birje","Action, Drama, Romance",1988,http://www.imdb.com/find?q=Commando+1988+
1640,Daisy,Pratap Pothan,"Harish, Sonia, Laxmi",,1988,http://www.imdb.com/find?q=Daisy+1988+
1641,Dariya Dil,K. Ravishankar,"Govinda, Kimi Katkar, Roshni","Drama, Family",1988,http://www.imdb.com/find?q=Dariya+Dil+1988+
1642,Dayavan,Feroz Khan,"Vinod Khanna, Feroz Khan, Amala","Action, Crime, Drama, Family, Romance",1988,http://www.imdb.com/find?q=Dayavan+1988+
1643,Dharam Shatru,Harmesh Malhotra,"Shatrughan Sinha, Reena Roy, Nirupa Roy",,1988,http://www.imdb.com/find?q=Dharam+Shatru+1988+
1644,Dharamyudh,Sudarshan Nag,"Shatrughan Sinha, Sunil Dutt, Kimi Katkar",,1988,http://www.imdb.com/find?q=Dharamyudh+1988+
1645,Do Waqt Ki Roti,Satpal,"Feroz Khan, Sanjeev Kumar, Reena Roy",Action,1988,http://www.imdb.com/find?q=Do+Waqt+Ki+Roti+1988+
1646,Ek Aadmi,Khwaja Ahmad Abbas,"Shabana Azmi, Parikshat Sahni, Tun Tun",,1988,http://www.imdb.com/find?q=Ek+Aadmi+1988+
1647,Ek Hi Maqsad,Pravin Bhatt,"Raj Kiran, Om Puri, Divya Rana","Action, Drama, Thriller",1988,http://www.imdb.com/find?q=Ek+Hi+Maqsad+1988+
1648,Ek Naya Rishta,Vinod Pande,"Rekha, Raj Kiran, Mazhar Khan",Family,1988,http://www.imdb.com/find?q=Ek+Naya+Rishta+1988+
1649,Faisla,S. Ramanathan,"Saira Banu, Bindu, Vinod Khanna",,1988,http://www.imdb.com/find?q=Faisla+1988+
1650,Falak,Shashilal K. Nair,"Rakhee Gulzar, Jackie Shroff, Shekhar Kapur","Action, Crime, Drama, Family",1988,http://www.imdb.com/find?q=Falak+1988+
1651,Ganga Tere Desh Mein,Vijay Reddi,"Raj Babbar, Dharmendra, Dimple Kapadia, Jayapradha",,1988,http://www.imdb.com/find?q=Ganga+Tere+Desh+Mein+1988+
1652,Gangaa Jamunaa Saraswathi,Manmohan Desai,"Amitabh Bachchan, Mithun Chakraborty, Jayapradha, Meenakshi Sheshadri","Action, Drama, Family, Crime, Adventure",1988,http://www.imdb.com/find?q=Gangaa+Jamunaa+Saraswathi+1988+
1653,Ghar Aakir Ghar Hai,,"Javed Khan, Rajesh Puri",,1988,http://www.imdb.com/find?q=Ghar+Aakir+Ghar+Hai+1988+
1654,Ghar Ghar Ki Kahani,Kalpataru,"Govinda, Farha Naaz, Rishi Kapoor","Drama, Comedy, Family",1988,http://www.imdb.com/find?q=Ghar+Ghar+Ki+Kahani+1988+
1655,Ghar Mein Ram Gali Mein Shyam,Subhash Sonik,"Beena Banerjee, Rita Bhaduri, Govinda","Drama, Family, Action, Comedy",1988,http://www.imdb.com/find?q=Ghar+Mein+Ram+Gali+Mein+Shyam+1988+
1656,Gharwali Baharwali,Sripathi Panditharadhyula Rajaram,"Chandrashekhar, Ramesh Deo, Satyendra Kapoor",Family,1988,http://www.imdb.com/find?q=Gharwali+Baharwali+1988+
1657,Ghayal Sherni,,"Aruna, Jayanthi, Satyanarayana Kaikala",,1988,http://www.imdb.com/find?q=Ghayal+Sherni+1988+
1658,Gunahon Ka Faisla,Shibu Mitra,"Shatrughan Sinha, Dimple Kapadia, Chunky Pandey",Action,1988,http://www.imdb.com/find?q=Gunahon+Ka+Faisla+1988+
1659,Gunahon Ke Shatranj,Chandrakant Sangani,,,1988,http://www.imdb.com/find?q=Gunahon+Ke+Shatranj+1988+
1660,Halaal Ki Kamai,Swaroop Kumar,"Govinda, Farha Naaz, Sonika Gill",Family,1988,http://www.imdb.com/find?q=Halaal+Ki+Kamai+1988+
1661,Halla Gulla,,,,1988,http://www.imdb.com/find?q=Halla+Gulla+1988+
1662,Hamara Khandaan,Anwar Pasha,"Rishi Kapoor, Farha Naaz, Kiran Juneja","Drama, Romance",1988,http://www.imdb.com/find?q=Hamara+Khandaan+1988+
1663,Hatya,Kirti Kumar,"Govinda, Neelam, Raj Kiran","Action, Crime, Drama, Romance, Thriller",1988,http://www.imdb.com/find?q=Hatya+1988+
1664,Hero Hiralal,"Ketan Mehta, V.N. Menon","Naseeruddin Shah, Sanjana Kapoor, Deepa Sahi","Action, Comedy, Drama",1988,http://www.imdb.com/find?q=Hero+Hiralal+1988+
1665,Hum Farishte Nahin,Jatin Kumar,"Raj Babbar, Om Puri, Deepak Seth","Action, Thriller",1988,http://www.imdb.com/find?q=Hum+Farishte+Nahin+1988+
1666,Hum To Chale Pardes,Ravindra Peepat,"Rajiv Kapoor, Shashi Kapoor, Kulbhushan Kharbanda",,1988,http://www.imdb.com/find?q=Hum+To+Chale+Pardes+1988+
1667,Insaaf Ki Jung,,"Shafi Inamdar, Priya Tendulkar",,1988,http://www.imdb.com/find?q=Insaaf+Ki+Jung+1988+
1668,Insaaf Ki Manzil,,"Bhushan Jeevan, Shekhar Suman",,1988,http://www.imdb.com/find?q=Insaaf+Ki+Manzil+1988+
1669,Insaniyat,,Kimi Katkar,,1988,http://www.imdb.com/find?q=Insaniyat+1988+
1670,Inteqam,Rajkumar Kohli,"Sunny Deol, Kimi Katkar, Anil Kapoor",,1988,http://www.imdb.com/find?q=Inteqam+1988+
1671,Janam Janam,Vijay Sadanah,"Rishi Kapoor, Danny Denzongpa, Amrish Puri",,1988,http://www.imdb.com/find?q=Janam+Janam+1988+
1672,Jawani Ki Lahren,,"Manmauji, Rakesh Pandey",,1988,http://www.imdb.com/find?q=Jawani+Ki+Lahren+1988+
1673,Jeete Hain Shaan Se,Kawal Sharma,"Mithun Chakraborty, Sanjay Dutt, Govinda, Mandakini, Vijeta Pandit",Action,1988,http://www.imdb.com/find?q=Jeete+Hain+Shaan+Se+1988+
1674,Jungle Ki Beti,,"Rakesh Bedi, Joginder Shelly",,1988,http://www.imdb.com/find?q=Jungle+Ki+Beti+1988+
1675,Kaal Chakra,,"Sadashiv Amrapurkar, Madan Jain, Suresh Oberoi",,1988,http://www.imdb.com/find?q=Kaal+Chakra+1988+
1676,Kab Tak Chup Rahungi,T. Prakash Rao,"Amala, Aruna Irani, Saeed Jaffrey",,1988,http://www.imdb.com/find?q=Kab+Tak+Chup+Rahungi+1988+
1677,Kabrastan,Mohan Bhakri,"Hemant Birje, Kamna, Javed Khan",,1988,http://www.imdb.com/find?q=Kabrastan+1988+
1678,Kanoon Ki Hathkadee,K. Bapaiah,"Sridevi, Krishna, Gummadi",Action,1988,http://www.imdb.com/find?q=Kanoon+Ki+Hathkadee+1988+
1679,Kanwarlal,S.S. Ravichandra,"Arjun, Raj Babbar, Birbal",,1988,http://www.imdb.com/find?q=Kanwarlal+1988+
1680,Kasam,Umesh Mehra,"Anil Kapoor, Poonam Dhillon",,1988,http://www.imdb.com/find?q=Kasam+1988+
1681,Kaun Jeeta Kaun Haara,Rakesh Kumar,"Amitabh Bachchan, Kishore Kumar",,1988,http://www.imdb.com/find?q=Kaun+Jeeta+Kaun+Haara+1988+
1682,Kharidar,,"Daljit Kaur, Paresh Rawal, Sarika",,1988,http://www.imdb.com/find?q=Kharidar+1988+
1683,Khatron Ke Khiladi,T. Rama Rao,"Dharmendra, Sanjay Dutt, Chunky Pandey","Action, Comedy, Crime, Drama",1988,http://www.imdb.com/find?q=Khatron+Ke+Khiladi+1988+
1684,Khoon Bahaa Ganga Mein,Pravin Bhatt,"Avtar Gill, Annu Kapoor, Bharat Kapoor",Action,1988,http://www.imdb.com/find?q=Khoon+Bahaa+Ganga+Mein+1988+
1685,Khoon Bhari Maang,Rakesh Roshan,"Rekha, Kabir Bedi, Sonu Walia","Action, Drama, Thriller",1988,http://www.imdb.com/find?q=Khoon+Bhari+Maang+1988+
1686,Lathi,Hrishikesh Mukherjee,,,1988,http://www.imdb.com/find?q=Lathi+1988+
1687,Maalamaal,Kewal Sharma,"Naseeruddin Shah, Poonam Dhillon, Mandakini",Comedy,1988,http://www.imdb.com/find?q=Maalamaal+1988+
1688,Mahakali,,"Farha Naaz, Master Rinku",,1988,http://www.imdb.com/find?q=Mahakali+1988+
1689,Mahaveera,Naresh Saigal,"Krishna A.R., Salma Agha, Raj Babbar",Action,1988,http://www.imdb.com/find?q=Mahaveera+1988+
1690,Main Tere Liye,Vijay Anand,"Suneil Anand, Meenakshi Sheshadri, Rajendra Kumar",,1988,http://www.imdb.com/find?q=Main+Tere+Liye+1988+
1691,Main Zinda Hoon,Sudhir Mishra,"Rajendra Gupta, Pankaj Kapur, Deepti Naval",Drama,1988,http://www.imdb.com/find?q=Main+Zinda+Hoon+1988+
1692,Mar Mitenge,,"Jeetendra, Mithun Chakraborty, Raj Babbar, Madhavi, Bhanupriya",,1988,http://www.imdb.com/find?q=Mar+Mitenge+1988+
1693,Mardangi,S.R. Pratap,"Aman Virk, Hemant Birje, Dara Singh",,1988,http://www.imdb.com/find?q=Mardangi+1988+
1694,Mardon Wali Baat,Brij,"Shabana Azmi, Danny Denzongpa, Dharmendra","Adventure, Action, Comedy, Crime",1988,http://www.imdb.com/find?q=Mardon+Wali+Baat+1988+
1695,Mera Muqaddar,,"Prem Chopra, Kulbhushan Kharbanda, Tanuja",,1988,http://www.imdb.com/find?q=Mera+Muqaddar+1988+
1696,Mera Shikar,Keshu Ramsay,"Kabir Bedi, Dimple Kapadia, Navin Nischol",Action,1988,http://www.imdb.com/find?q=Mera+Shikar+1988+
1697,Mere Baad,Vishwamitra,"Rakhee Gulzar, Anupam Kher",Drama,1988,http://www.imdb.com/find?q=Mere+Baad+1988+
1698,Mohabbat Ke Dushman,,"Raaj Kumar, Hema Malini, Sanjay Dutt, Farha Naaz","Action, Thriller",1988,http://www.imdb.com/find?q=Mohabbat+Ke+Dushman+1988+
1699,Mulzim,K.S.R. Doss,"Jeetendra, Hema Malini, Amrita Singh, Kimi Katkar",,1988,http://www.imdb.com/find?q=Mulzim+1988+
1700,Namumkin,Hrishikesh Mukherjee,"Raj Babbar, Vinod Mehra, Zeenat Aman","Drama, Mystery",1988,http://www.imdb.com/find?q=Namumkin+1988+
1701,Om-Dar-Ba-Dar,Kamal Swaroop,"Gopi Desai, Manish Gupta, Anita Kanwar",,1988,http://www.imdb.com/find?q=Om-Dar-Ba-Dar+1988+
1702,Paanch Fauladi,,"Salma Agha, Raj Babbar, Birbal",,1988,http://www.imdb.com/find?q=Paanch+Fauladi+1988+
1703,Paap Ki Duniya,Shibu Mitra,"Sunny Deol, Neelam, Pran",Action,1988,http://www.imdb.com/find?q=Paap+Ki+Duniya+1988+
1704,Paap Ko Jalaa Kar Raakh Kar Doonga,K.R. Reddy,"Dharmendra, Govinda, Anita Raj, Farha Naaz",,1988,http://www.imdb.com/find?q=Paap+Ko+Jalaa+Kar+Raakh+Kar+Doonga+1988+
1705,Parbat Ke Us Paar,Raman Kumar,"Rakesh Bedi, Abhinav Chaturvedi, Avtar Gill",,1988,http://www.imdb.com/find?q=Parbat+Ke+Us+Paar+1988+
1706,Pehla Kadam,Ketan Mehta,,,1988,http://www.imdb.com/find?q=Pehla+Kadam+1988+
1707,Pestonjee,Vijaya Mehta,"Shabana Azmi, Cyprus Dastoor, Dady Dustoor","Comedy, Drama",1988,http://www.imdb.com/find?q=Pestonjee+1988+
1708,Pyaar Mohabbat,Ajay Kashyap,"Rakhee Gulzar, Govinda, Mandakini",,1988,http://www.imdb.com/find?q=Pyaar+Mohabbat+1988+
1709,Pyaasi Atma,"Ismail Inamdar, A.K. Misra","Lalita Pawar, Rajesh Puri",,1988,http://www.imdb.com/find?q=Pyaasi+Atma+1988+
1710,Pyar Ka Mandir,K. Bapaiah,"Mithun Chakraborty, Madhavi, Bharat Bhushan","Drama, Family",1988,http://www.imdb.com/find?q=Pyar+Ka+Mandir+1988+
1711,Qasoor Kiska,,,,1988,http://www.imdb.com/find?q=Qasoor+Kiska+1988+
1712,Qatil,Ashok Gaikwad,"Aditya Pancholi, Sangeeta Bijlani, Shakti Kapoor",,1988,http://www.imdb.com/find?q=Qatil+1988+
1713,Raj Dulari,Dinesh Thakur,,,1988,http://www.imdb.com/find?q=Raj+Dulari+1988+
1714,Rama O Rama,Mirza Brothers,"Raj Babbar, Kimi Katkar, Aashif Sheikh","Action, Drama, Romance",1988,http://www.imdb.com/find?q=Rama+O+Rama+1988+
1715,Rihaee,Arunaraje,"Vinod Khanna, Hema Malini, Naseeruddin Shah",,1988,http://www.imdb.com/find?q=Rihaee+1988+
1716,Rukhsat,Simi Garewal,"Mithun Chakraborty, Simi Garewal, Anuradha Patel",Romance,1988,http://www.imdb.com/find?q=Rukhsat+1988+
1717,Saazish,Rajkumar Kohli,"Raaj Kumar, Mithun Chakraborty, Dharmendra, Dimple Kapadia, Anita Raj",Action,1988,http://www.imdb.com/find?q=Saazish+1988+
1718,Sagar Sangam,Dulal Guha,"Mithun Chakraborty, Shatrughan Sinha, Padmini Kolhapure, Anita Raj",,1988,http://www.imdb.com/find?q=Sagar+Sangam+1988+
1719,Sherni,Harmesh Malhotra,"Birbal, Jagdeep, Kader Khan",,1988,http://www.imdb.com/find?q=Sherni+1988+
1720,Shesh,Amit Khanna,,,1988,http://www.imdb.com/find?q=Shesh+1988+
1721,Shiv Shakti,,"Govinda, Gulshan Grover, Kimi Katkar",,1988,http://www.imdb.com/find?q=Shiv+Shakti+1988+
1722,Shukriyaa,A.C. Tirilokchander,"Rajiv Kapoor, Amrita Singh, Asrani",,1988,http://www.imdb.com/find?q=Shukriyaa+1988+
1723,Sila,B.R. Ishara,,,1988,http://www.imdb.com/find?q=Sila+1988+
1724,Siyasat,Mahesh Bhatt,Neelam,,1988,http://www.imdb.com/find?q=Siyasat+1988+
1725,Sone Pe Suhaaga,K. Bapaiah,"Jeetendra, Dharmendra, Nutan, Anil Kapoor, Poonam Dhillon, Sridevi, Kimi Katkar","Action, Family",1988,http://www.imdb.com/find?q=Sone+Pe+Suhaaga+1988+
1726,Tamacha,Ramesh Ahuja,"Jeetendra, Rajnikanth, Amrita Singh, Kimi Katkar, Bhanupriya","Action, Romance",1988,http://www.imdb.com/find?q=Tamacha+1988+
1727,Tohfa Mohabbat Ka,Ram Govind,"Govinda, Kimi Katkar",,1988,http://www.imdb.com/find?q=Tohfa+Mohabbat+Ka+1988+
1728,Trishagni,Nabendu Ghosh,"Nana Patekar, Pallavi Joshi, Alok Nath",Historical Drama,1988,http://www.imdb.com/find?q=Trishagni+1988+
